Languages,Dialect Name,Dialects,Districts,State
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,KARBI ANGLONG,ASSAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,WEST KARBI ANGLONG,ASSAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,BISHNUPUR,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,CHANDEL,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,CHURACHANDPUR,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,IMPHAL EAST,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,IMPHAL WEST,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,KANGPOKPI,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SENAPATI,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,THOUBAL,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,UKHRUL,MANIPUR
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,EAST GARO HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,EAST JAINTIA HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,EAST KHASI HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,NORTH GARO HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,RI BHOI,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SOUTH GARO HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SOUTH WEST GARO HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SOUTH WEST KHASI HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,WEST GARO HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,WEST JAINTIA HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,WEST KHASI HILLS,MEGHALAYA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,AIZAWL,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,CHAMPHAI,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,KOLASIB,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,LAWNGTLAI,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,LUNGLEI,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,MAMIT,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SAIHA,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SERCHHIP,MIZORAM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,DIMAPUR,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,KIPHIRE,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,KOHIMA,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,LONGLENG,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,MOKOKCHUNG,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,MON,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,PHEK,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,TUENSANG,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,WOKHA,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,ZUNHEBOTO,NAGALAND
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,NORTH DISTRICT,SIKKIM
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,DHALAI,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,GOMATI,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,KHOWAI,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,NORTH TRIPURA,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SEPAHIJALA,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,SOUTH TRIPURA,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,UNAKOTI,TRIPURA
SINO TIBETAN,SINO TIBETAN,SINO TIBETAN,WEST TRIPURA,TRIPURA
SIRAIKI,SIRAIKI,SIRAIKI,DERA BUGTI,BALOCHISTAN
SIRAIKI,SIRAIKI,SIRAIKI,LEHRI,BALOCHISTAN
SIRMAURI,SIRMAURI,SIRMAURI,SIRMAUR,HIMACHAL PRADESH
TORWALI,TORWALI,TORWALI,BUNER,KHYBER PAKHTUNKHWA
BHILI,VAGDI,VAGDI,BANSWARA,RAJASTHAN
BHILI,VAGDI,VAGDI,BANSWARA,RAJASTHAN
BHILI,VAGDI,VAGDI,DUNGARPUR,RAJASTHAN
VAGDI,VAGDI,VAGDI,RATLAM,RAJASTHAN
MARATHI,VARLI,VARLI,NANDURBAR,MAHARASHTRA
MARATHI,VARLI,VARLI,PALGHAR,MAHARASHTRA
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,ATTOCK,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,CHAKWAL,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,CHOA,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,JHELUM,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,KHEWRA,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,PIND DADAN KHAN,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,TALAGANG,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,DHANI,WARA BULAND KHAN,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,BAHAWALNAGAR,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,CHINIOT,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,FAISALABAD,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,HAFIZABAD,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,JHANG ,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,KHANEWAL,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,MANDI BAHAUDDIN,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,NANKANA SAHIB,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,OKARA,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,PAKPATTAN,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,SAHIWAL,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,SARGODHA,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,TOBA TEK SINGH,PUNJAB
WESTERN PUNJABI,WESTERN PUNJABI,JATKI,VEHARI,PUNJAB
